meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,competency,attitude,impact,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality
,interval,canvas.Screen,4_6_1,response,1242.700000000419,1504909.5,1504895.5,1504928.7,1506171.4000000004,1506175.9000000004,2025-11-29T16:59:44.992Z,1506195.4,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",,keypress,,,,,,,,,,,,,,,,
,trial,flow.Sequence,4_6,completion,148523.90000000037,1357616.5999999996,1357614.8,1357647.5,1506171.4000000004,1506176.2000000011,2025-11-29T16:59:44.992Z,1506195.4,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",,,,,,,,,,,,,,,,,,
,Showing scenes,html.Page,4_7_0,response,200079.1000000001,1506176.3000000007,1506178.65,1506195.4,1706274.5,1706279.5,2025-11-29T17:03:05.096Z,1706309.5,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",false,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",left,keypress(a),,,,,,,,,,,,,,,,
,interval,canvas.Screen,4_7_1,response,805.7000000011176,1706279.7000000011,1706276.6,1706309.5,1707115.2000000011,1707119.8000000007,2025-11-29T17:03:05.937Z,1707142.5,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,keypress,,,,,,,,,,,,,,,,
,trial,flow.Sequence,4_7,completion,200919.8000000012,1506176.3000000007,1506178.65,1506195.4,1707115.2000000011,1707120.2000000011,2025-11-29T17:03:05.937Z,1707142.5,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,,,,,,,,,,,,,,,,,
,Loop,flow.Loop,4,completion,1617433.2000000011,89660.90000000037,89664.892,89682,1707115.2000000011,1707120.4000000004,2025-11-29T17:03:05.937Z,1707142.5,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Post task,html.Page,5,form submission,22469.400000000373,1707120.5,1707109.468,1707142.5,1729611.9000000004,1729612.0999999996,2025-11-29T17:03:28.429Z,1729693.04,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Post task questionaire 1,html.Page,6,form submission,39818.66000000108,1729612.2000000011,1729693.04,1729693.04,1769511.7000000011,1769512,2025-11-29T17:04:08.329Z,1769574.8,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,61,33,86,,,,,,,,,,,,,
,Post task questionaire 2,html.Page,7,form submission,106222.40000000107,1769512.2000000011,1769542.5,1769574.8,1875797.2000000011,1875797.8000000007,2025-11-29T17:05:54.615Z,1875823.5,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,32,70,72,95,63,60,71,33,67,32,63,29,83
,End,canvas.Screen,8,timeout,500.89999999990687,1875798.0999999996,1875791.028,1875823.5,1876291,1876291.9000000004,2025-11-29T17:05:55.110Z,1876324.4,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,
,root,flow.Sequence,,completion,1875557.6,730,732.632,733.4,1876291,1876292.5,2025-11-29T17:05:55.110Z,1876324.4,QU6RRpzbf9,incremental,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,competency,attitude,impact,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality,number
"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://open-lab.online/test/the-manuscript-study-2/692bae52a99d9e200d04aecb"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/New_York"",""timezoneOffset"":300,""screen_width"":967,""screen_height"":544,""scroll_width"":952,""scroll_height"":475,""window_innerWidth"":967,""window_innerHeight"":383,""devicePixelRatio"":1.3250000476837158}",Welcome,html.Page,0,form submission,6346.5,6647.400000095367,6654.3,6671,13017.5,13017.799999952316,2025-11-30T02:39:27.319Z,13022.124,77DbRwj6N2,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6bxmil437m4,587941,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Personal information,html.Page,1,form submission,19649.776000095368,13018.099999904633,13022.124,13022.124,32671.900000095367,32672.200000047684,2025-11-30T02:39:46.974Z,32671.524,77DbRwj6N2,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6bxmil437m4,,40,nonbinary,yes,phd,US,,,,,,,,,,,,,,,,,,,,,,
,"Derry Girls check ",html.Page,2,form submission,10137.676000047682,32672.400000095367,32671.524,32671.524,42809.200000047684,42809.40000009537,2025-11-30T02:39:57.111Z,42821.6,77DbRwj6N2,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6bxmil437m4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Explanation Text,html.Page,3,form submission,11544.600000047685,42809.59999990463,42804.758,42821.6,54366.200000047684,54366.799999952316,2025-11-30T02:40:08.668Z,54371.648,77DbRwj6N2,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6bxmil437m4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Showing scenes,html.Page,4_0_0,response,38368.05200004768,54367.09999990463,54371.648,54371.648,92739.70000004768,92746.90000009537,2025-11-30T02:40:47.048Z,92754.6,77DbRwj6N2,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6bxmil437m4,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",true,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",left,keypress(a),,,,,,,,,,,,,,,,,1
,interval,canvas.Screen,4_0_1,response,2662.3000000953616,92747,92738.366,92754.6,95416.90000009537,95417.79999995232,2025-11-30T02:40:49.719Z,95421.3,77DbRwj6N2,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6bxmil437m4,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",,keypress,,,,,,,,,,,,,,,,,1
,trial,flow.Sequence,4_0,completion,41045.25200009537,54367,54371.648,54371.648,95416.90000009537,95418.09999990463,2025-11-30T02:40:49.719Z,95421.3,77DbRwj6N2,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6bxmil437m4,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",,,,,,,,,,,,,,,,,,,1
