url,meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality
,,trial,flow.Sequence,4_6,completion,49187.5,39532669,39532658.628,39532692,39581879.5,39581886.39999999,2025-11-29T07:37:19.185Z,39581909.7,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",,,,,,,,,,,,,,,,
,,Showing scenes,html.Page,4_7_0,response,56678.9999999851,39581886.5,39581876.436,39581909.7,39638588.69999999,39638595.3,2025-11-29T07:38:15.893Z,39638610.9,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",false,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",right,keypress(d),,,,,,,,,,,,,,
,,interval,canvas.Screen,4_7_1,response,959.1000000014901,39638595.599999994,39638594.248,39638610.9,39639570,39639575.39999999,2025-11-29T07:38:16.873Z,39639594.2,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,keypress,,,,,,,,,,,,,,
,,trial,flow.Sequence,4_7,completion,57660.29999999702,39581886.5,39581876.436,39581909.7,39639570,39639575.599999994,2025-11-29T07:38:16.873Z,39639594.2,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,,,,,,,,,,,,,,,
,,Loop,flow.Loop,4,completion,39587555.06,52016,52014.94,52014.94,39639570,39639575.69999999,2025-11-29T07:38:16.873Z,39639594.2,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,,,,,,,,,,,,,,,,,,,
,,Post task,html.Page,5,form submission,3685.5999999940395,39639575.8,39639577.528,39639594.2,39643279.8,39643280.19999999,2025-11-29T07:38:20.577Z,39643311.086,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,,,,,,,,,,,,,,,,,,,
,,Post task questionaire,html.Page,6,form submission,42432.2139999941,39643280.3,39643311.086,39643311.086,39685743.3,39685743.599999994,2025-11-29T07:39:03.040Z,39685745.294,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,,,,,,70,,,,,,,,,,,,,
,,Post task questionaire,html.Page,7,form submission,77549.90599998832,39685743.8,39685745.294,39685745.294,39763295.19999999,39763295.69999999,2025-11-29T07:40:20.590Z,39763313.5,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,,,,,,,80,100,100,70,95,93,88,27,100,36,100,100,67
,,End,canvas.Screen,8,timeout,499.79999999701977,39763295.89999999,39763296.888,39763313.5,39763796.8,39763798.39999999,2025-11-29T07:40:21.092Z,39763813.3,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,,,,,,,,,,,,,,,,,,,
,,root,flow.Sequence,,completion,39762649.599999994,1130.0999999940395,1130.6,1147.2,39763796.8,39763799.099999994,2025-11-29T07:40:21.093Z,39763813.3,UXfuQC_Hvq,full,manuscript-study-5,69299244a99d9e200d04a72a,participant,hcpib6bxmij8xe8n,,,,,,,,,,,,,,,,,,,,,,,,,
url,meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality,competency,attitude,impact
,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://open-lab.online/test/the-manuscript-study/692b209fa99d9e200d04adbb"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""platform"":""MacIntel"",""language"":""da-DK"",""locale"":""en-GB"",""timeZone"":""Europe/Copenhagen"",""timezoneOffset"":-60,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":852,""window_innerWidth"":1440,""window_innerHeight"":900,""devicePixelRatio"":2}",Welcome,html.Page,0,form submission,20692.1,730,732.632,733.4,21425.5,21426.599999999627,2025-11-29T16:35:00.235Z,21449.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,703678,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Personal information,html.Page,1,form submission,32380.599999999627,21426.800000000745,21433.052,21449.5,53830.09999999963,53830.40000000037,2025-11-29T16:35:32.639Z,53848.6,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,22,male,yes,highschool,denmark,,,,,,,,,,,,,,,,,,,,,,
,,"Derry Girls check ",html.Page,2,form submission,12189.200000000747,53830.59999999963,53832.926,53848.6,66037.80000000075,66038,2025-11-29T16:35:44.846Z,66065.1,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Explanation Text,html.Page,3,form submission,23595.399999999994,66038.30000000075,66032.794,66065.1,89660.5,89660.90000000037,2025-11-29T16:36:08.469Z,89682,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Showing scenes,html.Page,4_0_0,response,179037.30000000075,89661.09999999963,89664.892,89682,268719.30000000075,268724.5999999996,2025-11-29T16:39:07.574Z,268745.7,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",false,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",right,keypress(d),,,,,,,,,,,,,,,,,
,,interval,canvas.Screen,4_0_1,response,1915.3999999996158,268724.9000000004,268729.818,268745.7,270661.0999999996,270666,2025-11-29T16:39:09.515Z,270696.6,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",,keypress,,,,,,,,,,,,,,,,,
,,trial,flow.Sequence,4_0,completion,180979.09999999963,89661,89664.892,89682,270661.0999999996,270666.5,2025-11-29T16:39:09.516Z,270696.6,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",,,,,,,,,,,,,,,,,,,
,,Showing scenes,html.Page,4_1_0,response,189450.10000000114,270666.80000000075,270663.2,270696.6,460146.7000000011,460151.9000000004,2025-11-29T16:42:19.008Z,460176.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In the Quinn living room. Mary is ironing Erin’s uniform. Orla is reading a parish bulletin.]<br> Mary: Erin, you’d best hurry—Mass starts in fifteen. Have you seen Bill?<br> Erin: Bill? He’s been gone all morning. I reckon he’s headed to chapel already.<br> Orla: (looking up) I heard something on the radio. The Clintons might be in Burt.<br> Mary: Saints preserve us. The Clintons in Burt is bad enough—what are they after now?<br> (Bill enters, looking bewildered. A taxi driver’s cap in hand.)<br> Erin: Where’ve you been? We thought you’d left for Mass.<br> Bill: I was picked up—Taxi from Burt. Dispatcher said they needed me at chapel.<br> Mary: What do you mean “they needed you”? For what part of the service?<br> Bill: I’m supposed to read a passage. Some request from the parish—they said they sent for someone dependable.<br> Orla: (sniffs) Dependable? More like someone handy to hang onto when the Clintons roll in.<br> Mary: Well, if the Clintons are coming, we’ll need to be on our best behaviour.<br> Bill: The dispatcher seemed nervous. Kept mentioning “feeling the air stiff” in Burt.<br> Erin: Air stiff? Sounds like trouble brewing—politics or otherwise.<br> Mary: Don’t you go mixing politics with the holy, Erin. Mass isn’t the place.<br> Orla: Yet they drag us into it all the same—crossfire comes in many garments.<br> Bill: Whatever they want, I’ll read the passage as asked. God alone knows my heart’s in the right place.<br> (They exit together toward the chapel. Mary murmurs nervously.)<br> Mary: May it be good, not scandalous.<br>",false,"[In the taxi rank.]<br> Granda Joe: Excuse me, son.<br> Man: Where to?<br> Granda Joe: We were just wondering, have you seen the Clintons knocking about around here?<br> Man: The Clintons?<br> Jim: We have reason to believe they're staying in this vicinity.<br> Man: What would the Clintons be doing in Burt?<br> (A man walks in.)<br> Man: Heading to the chapel, Bill?<br> Bill: Aye.<br> Man: (into mic) Anybody free to pick up Bill from base? Over. Anybody near base at all? Over.<br> Over radio: All right, back in five.<br> Man: Five minutes, Bill.<br> Bill: (nodding and smiling) Good.<br> Gerry: Now, Jim, would you be open to the following possibility at all, that it may not have been a CIA agent you were picking up on that transmitter of yours. That there is in fact a good chance it was a taxi dispatcher from Burt, ordering a car here to bring Bill to mass?<br> Jim: He did have a strong Donegal accent, now that you mention it.<br> Granda Joe: Jesus, Jim!",right,keypress(d),,,,,,,,,,,,,,,,,
