num_lines,summary,scene
21,"Sister Michael, Jenny, Aisling and Michelle are getting off the bus. The Protestant bus has arrived. The headmistress and the Protestant boys get off in a single file. Sister Michael meets Miss Taylor, who is a Catholic. ","[Outside school gates. Sister Michael, Jenny, Aisling and Michelle are stepping off a Catholic school bus.]

Michelle: Did you see that one with the bright hair?

Aisling: Shh! You’ll get Sister Michael in trouble.

Jenny: Relax, it’s just a scratch of colour. Makes life interesting.

Sister Michael: Girls, straighten your uniforms. We walk in dignity even when chaos looms.

[The Protestant bus pulls up. Headmistress and Protestant boys disembark in a single file.]

Protestant Boy 1: Morning, Sister.

Protestant Boy 2: Good day, ma’am.

Headmistress: We trust you had a safe journey.

Sister Michael: Indeed. God’s peace be with you all.

[Miss Taylor emerges from the Protestant bus line, neatly dressed.]

Miss Taylor: Sister Michael, lovely to see you this morning.

Sister Michael: Miss Taylor, you’re looking well.

Miss Taylor: Thank you. Always a pleasure to greet kind faces before the day begins.

Jenny: (whispering to Aisling) She always smells of lavender, doesn’t she?

Aisling: More like lily-of-the-valley. Lavender makes me sneeze.

Michelle: Who cares, as long as she doesn’t make us do extra homework.

Miss Taylor: How are the girls? Jenny, Aisling, Michelle?

Jenny: Fine, Miss Taylor. Just about ready for another glorious day in holy captivity.

Miss Taylor: (smiling) Well phrased.

Sister Michael: We will teach them not just lessons from books, but lessons of compassion.

Headmistress: A noble endeavour, Sister Michael. Diocese business calls—boys, carry on.

[Protestant boys file off towards their building.]

Sister Michael: Miss Taylor, after school?

Miss Taylor: I should like that very much."
17,"Rita ordered Michelle, Erin and Clare to move a dead sheep. Rita is back in the van, drinking beer and watching the girls happily. Erin is scared of Rita and doesn't want to help. Michelle, Clare and James decide to make James do it.","[Outside on a farm track. A dead sheep lies on the ground. Rita is perched in the back of a rusty van, sipping a beer. Michelle, Erin, Clare, and James stand nearby.]

1. Rita: (yells from van) Right! Get that bleedin’ sheep in the trailer! And I want it done before sundown!

2. Erin: (backs away) No way, Rita. I’m not touchin’ that thing. It’s… it’s horrible.

3. Clare: Erin, stop being dramatic. It’s just a sheep. Dead, yes, but just a sheep.

4. Michelle: Erin’s not moving, Rita. We’ll need someone else on it.

5. James: (gulps) Me? I’m only six, Michelle! I’m too small!

6. Rita: (shouts) Don’t care how old you are, James. Pick it up. I paid good money for this trailer.

7. Erin: (to Clare) You do it then. You love animals so much on Instagram, Clare. Put your hands where your mouth is.

8. Clare: Erin, that’s not fair. I’ll pass on stroking sheep corpses today.

9. Michelle: Look, everybody’s frozen. James, you'll do it. Two hands under its belly, drag while Clare pushes from the back.

10. James: (wobbles closer) Alright… but it smells awful. Rita, you ought to see this!

11. Erin: (nervous, backing further) And if I faint, Rita? What happens then?

12. Rita: (laughs) Then you wake up, Erin. Now MOVE!

13. Clare: Come on, James, I’ll help with the pushing. Erin, you can be the spotter — stand behind so you’re not too near the gore.

14. Erin: (reluctantly steps back) Fine. I’ll be … the spotter. But I’m warning you – if I see even a bit of wool, I might puke.

15. Michelle: That’s the spirit. Now one… two… three! (James and Clare hoist the sheep)

16. Rita: (from van, raising her beer) That’s it! Good lads and lassie. Happy now?

17. James: (panting) Happy? My arms are gonna fall off. But… yeah. Happy enough, Rita."
27,"Rita, Erin, Clare, Michelle, Orla and Orla are going to a Take That concert. They are arguing whether or not to go back for James, who has the tickets.","[Outside the house. Rita, Erin, Clare, Michelle, Orla are crammed into a car. Music blasts. Everyone excited—except Erin.]

Rita: Are you sure James is going to arrive on time with the tickets?

Erin: He said he’d be here by six. It’s quarter past.

Clare: He promised though. He’s never missed a gig yet.

Michelle: Except that one time when he lost his phone on the bus.

Orla: Yes, but that was different. That phone was practically a brick.

Rita: Well, we can’t just wait here all night. Take That won’t wait for James.

Erin: Maybe we go back. Pick him up.

Clare: What? Drive back through all that traffic just for one lad?

Michelle: Have you seen the queues lately? It’ll add another hour at least.

Orla: But if he doesn’t have the tickets, none of us gets in.

Rita: True. Or someone needs to stay behind. One of us can’t miss out.

Erin: I’ll stay. I can try talking them into letting me in without a ticket.

Clare: You think that’s going to work? With security?

Michelle: I’d volunteer, but I’ve got Mum’s fancy shoes and they’ll be ruined.

Orla: I could stay. I’m already in my trainers.

Rita: No—look, we split. Half go on to the venue. Half stay and fetch James.

Erin: That’s madness. We leave you lot alone? You’ll never make it in time.

Clare: And what if James is driving? We’ll be stuck without him.

Michelle: Unless he phones... Oh wait, battery’s probably dead.

Orla: We could text until the phone dies.

Rita: Decision time. We either go back now or gamble.

Erin: I say we gamble. We can’t lose much.

Clare: We’ll lose the best view, that’s what.

Michelle: And maybe the chance to scream when they hit “Back for Good”.

Orla: Exactly. It’s the chorus. The best chorus.

Rita: Erin, Clare, Michelle—you're sure you want to risk it?

Erin: Yes. Yes, gamble.

Clare: Aye, gamble.

Michelle: Fine by me.

Orla: (sighs) If you lot are going on ahead, I’ll stay behind with Rita to get James.

Rita: Right. We’ll drive off in five. Those going ahead—stay close to the stage.

Erin: Deal. Best of luck, Rita.

Clare: Don’t mess this up, James.

Michelle: We’ll see you at the gate if not inside.

(They share quick smiles. Erin, Clare, Michelle rev engines; Rita and Orla watch as the car pulls away.)"
24,James is helping the gypsies. Michelle wants him to get in the van. James is not leaving. James and Jonjo are arguing.,"[Outside near the lane. A battered white van with ROMANIAN GYPSIES around it, packing belongings. James is helping lift blankets and crates. Michelle runs up panting.]

Michelle: James! Jesus, just get in the van, for God’s sake!

James: I’m not getting in any van. I'm helping these folks move their things, fair play.

Michelle: You heard what Jonjo said—he needs you behind the wheel before the crossroads, or we’ll be stopped.

Jonjo: (calling) You’re dawdlin’, lad! Ain’t got all day!

James: I’m busy! These gypsies asked for help—who am I to turn away?

Michelle: You’re my brother! And you promised me you’d protect us from trouble—not bring more.

James: Helping people ain’t trouble. It’s kindness. Something you’ve forgotten.

Jonjo: (stepping in) Kindness won’t stop the Garda checkpoint, will it? You think they’ll say “thanks for lending a hand”?

Michelle: Exactly! (turns to James) Every minute here’s risk.

James: (firm) I’ll risk it. They lost everything in the fire. And now you ask me to abandon them?

Michelle: They’re strangers, James. What about our safety? What about our future?

James: Our future is built on what we do now—if we abandon people now, we’ll regret it forever.

Jonjo: (losing patience) You’ll let sentry dogs tear apart the back of the van while you argue poetry?

Michelle: Stop talking in riddles, James! Get in that driver’s seat before—

James: No. I won’t. Not until everyone is safe inside. All of them.

Michelle: (exasperated) You’re impossible.

Orla: (walking out from house) What’s all the shouting?

Erin: Sounds like James is making a speech again.

Michelle: Orla, Erin, stay back. This is serious.

Erin: Serious or stupid? One word away between each, sometimes.

Jonjo: Look, Erin, Orla—help me load the last crate or go inside.

Erin: I ain't lifting crates for smugges.

Orla: Who are smugges?

Erin: Gypsies. Haven’t you ever seen a TV?

James: Enough! (“turns to Michelle”) I know you fear things gone wrong. But I can’t leave them waiting.

Michelle: You can’t stay either! We both could get in trouble.

James: Then we will. But you’ll see—history’ll judge us better for staying than for walking away.

Jonjo: Well, judge away, but you better be ready to drive like you mean it when I say go.

Michelle: (to James) When I say go, do it. No more speeches.

James: I'll be ready. (looks at the gypsies smiling at him) Let’s finish this—together.

[Michelle steps back, Jonjo returns to van, Erin and Orla watch. James lifts final crate.]

Jonjo: That’s the last one.

Michelle: Go. Drive.

James: Hold tight.

(The van door slams shut, Jonjo starts the engine, van pulls away slowly, James stands watching with Michelle.)"
24,"Erin, Orla, Michelle, Clare and James are going to the This and That concert. Mary will be calling their parents to let them go.","[In the Quinn kitchen. Erin, Orla, Michelle, Clare and James are stuffing stuff into bags.]

Erin: Right, girls, this is it — This and That concert tonight. I can’t believe we got tickets.

Orla: I’ve packed my good camera. If I don’t get at least one epic crowd shot, I’m returning to poverty.

Clare: And I’ve got enough eyeliner to black out an entire stadium.

James: You do realise I can’t see when you do that, right? I’ll probably trip over wires or something.

Michelle: Oh James, you’ll survive. As long as you don’t end up dragged onstage.

Erin: Just imagine all the banter. All the songs. ALL of it.

Mary: (from offstage) Ladies! What’s the state of this?

[Mary enters, holding her phone.]

Mary: I’ve to ring Gerry and Granda Joe. They need to agree you can go.

Erin: Mammy, you don’t think they’ll say no, do you?

Orla: I promise, we’ll be safe. Clare’s uncle is picking us up from the venue.

Clare: Yes, he has a car! Not one of yours that might fall apart halfway.

James: I’ll be with you the whole time. Pack of us, us five.

Mary: Fine, but I need to ‘sell’ it. They’ll think it’s all noise and bad influence.

Michelle: It’s This and That! It’s cultural enrichment! Music! Good vibrations!

Erin: If you say “good vibrations”, I’ll puke.

[Mary dials phone.]

Mary: Gerry? Hi love. I have a proposition.

Gerry: (voice via phone) What is it this time?

Mary: The girls want to go to a concert tonight — This and That band. Good bunch, Mary says.

Gerry: A concert? At this hour?

Mary: Yes love, I know. But Clare’s uncle will pick them up. James, too. I’ll be there early.

Gerry: (voice) What about Curfew? You’ll bring them home safe?

Mary: Of course. No risks with … noise and crowd.

[Erin exchanges relieved look with Orla, Michelle smiles.]

Gerry: (voice) Right. But tickets cost?

Mary: Already done.

Gerry: (voice) Then sure. Have fun — but I want updates every half hour.

Mary: You’ll get’em.

[Sister Michael’s old radio plays in background.]

Mary: Erin, be in by midnight.

Erin: Midnight. We’ll fly in then. Promise.

Orla: I’ll text if the concert turns into an apocalypse.

James: See you later Mam! Bye Clare! Let’s go tick off some concrete dancing.

[They all grab bags, head to door.]

Clare: Best night ever, you wretched lot.

Michelle: High on music and freedom.

Mary: (smiling) You lot better behave. And bring me back stories, not mess.

Erin: Always, Mam.

[They rush out the door, laughing. Mary watches them go, concerned but proud.]"
19,"Erin, Michelle, James, Clare and Orla are going to the concert. They are afraid of the polar bear but they are determined to go.","[Outside Erin’s house. The gang is gathered at the gate. It’s dusk.]

Erin: Right, is everyone ready? Tickets, phones, shoes—Orla, you got your gum?

Orla: Aye, I’ve got gum. But I’ve still got a bad feeling about that polar bear poster outside the concert hall. It’s huge.

Michelle: It’s only a picture, Orla. Polar bears don’t wander into gigs in Belfast.

James: You never know. Last time I went to a fair, a life-size dinosaur costume chased me.

Clare: Stop exaggerating, James. The polar bear is just part of the light show or something.

Erin: If he moves, I’m legging it. (pauses) But I’m going anyway. Aren’t we all?

Michelle: We are. We’re going. Fear of polar bears won’t stop us. Concert tickets cost money, Erin.

James: My Mum says if I survive the polar bear, I can have ice cream after.

Orla: See? Stakes are high. Very motivational.

Clare: Who’s meeting us at the venue? My Da said he’ll drop me off early.

Erin: I’ll pick you up on the way. Michelle and I are sharing the lift.

Michelle: With James in the backseat, singing half the drive—promise no bears in the back, okay?

James: I’ll behave—unless there’s an impromptu roar.

Orla: Let’s just promise to stick together, aye? If the polar bear show starts, we stay tight.

Erin: Deal. Now let’s go get dressed before the concert starts without us.

Clare: Wait—did anyone bring a jacket? Neon lights are cold.

Michelle: I’ve got Erin’s spare hoodie. Just in case.

Erin: Good—fear of polar bears and cold neon wind, but nothing’s stopping us tonight.

James: To the concert! And to the polar bear—may it stay on the poster.

Orla: (smiling) On the poster, it is. Let’s fly, you lot."
26,"Soldier on radio: Examining suspect device now. Army bomb diffusers have arrived and are approaching the suitcase. They are going to blow up an entire suitcase of vodka. Michelle, Erin, James, Clare, Orla, Roger and Sister Michael are watching.","[Outside Sister Michael’s office. The group is gathered near a window, watching a suitcase on the pavement. A soldier speaks over a radio. Erin, Michelle, James, Clare, Orla, Roger, Sister Michael stand tense.]

1 Soldier on radio (crackling): “Examining suspect device now. Bomb diffusers… approaching the suitcase.”  
2 Erin (whispering): “A suitcase? What sort of monster leaves a suitcase in front of a school?”  
3 Michelle: “That’s her vodka. She said she was delivering it. Why a bomb?”  
4 James (wide-eyed): “I thought they said it was juice. I hate juice.”  
5 Clare: “This is ridiculous. Someone’s playing games. Like that time Dad lost his trousers to the birds.”  
6 Orla: “This is serious, Clare. Could go off at any moment.”  
7 Roger: “They’re trained. The Army diffusers know what they’re doing.”  
8 Sister Michael: “Keep back, everyone. Follow the barricade. Step away from the windows.”  
9 Soldier on radio: “Device is confirmed. TNT liner detected. We’re safe-stroking it.”  
10 Erin: “What does that even mean, safe-stroking?”  
11 Michelle: “It means they’re trying to disarm it, Erin.”  
12 James: “Maybe it’s like a video game. Hit the right button, it stops.”  
13 Clare: “If this explodes I’ll never tell Mam I cut class again.”  
14 Orla: “Not helping. You’re making it worse.”  
15 Roger: “Lower voice, please. Sister Michael needs calm.”  
16 Sister Michael: “Children, prayer is allowed now.”  
17 Erin: “You want us to pray?”  
18 Sister Michael: “If it brings peace to your hearts, yes.”  
19 Soldier on radio: “Diffusers are in position. Final cuts being made…”  
20 Michelle: “I’m scared.”  
21 James: “Me too. I thought we left this behind.”  
22 Clare: “Bombs and bridges and uniform mansions—”  
23 Orla: “Clare!”  
24 Soldier on radio: “Device disarmed. Vacuum to contain residue. No explosion.”  
25 Erin (exhales): “Thank God. I thought I was going to — I dunno.”  
26 Sister Michael: “Let this be a lesson: life’s full of fear, but courage comes when you least expect it.”"
15,Mary and Sarah are in the room with the dead body and the earrings. The earrings are Mammy's. They don't know what to do with them.,"[Scene: A dimly lit upstairs room. A covered body lies on a bed. On a small table beside it rest a pair of Mammy’s earrings, glittering. Mary and Sarah stand looking at them, tense.]

1. Mary: (softly) God, Sarah… those earrings—are they really hers?  
2. Sarah: (eyes wide) Mammy’s, by the holy water. I recognised the clasp. Didn’t wear them since she got those at Feeney’s fair.  
3. Mary: (swaying) But… what are they doing here, at this… scene? I mean… I shouldn’t be saying this— but it looks bad.  
4. Sarah: Bad? It’s awful, Mary. If anyone sees those earrings—people’ll talk. This is not just grief now, it’s trouble.  
5. Mary: (pacing) We need to put them somewhere safe. Bury them with her? No, that’ll raise questions.  
6. Sarah: Hide them! Lock 'em in your jewellery box, or under the floorboards. Anywhere!  
7. Mary: (hesitates) I'd hate to lose them. She’d kill me if she thought I misplaced them. After everything.  
8. Sarah: Mammy’s sense of ‘losing’—you wouldn’t live through it. She’d have the heavens and earth turned inside out.  
9. Mary: (stops pacing) Maybe… maybe we leave them with Sister Michael? She has no reason to lie about things.  
10. Sarah: And what if she does? Then those earrings—Mammy’s beloved earrings—end up in some official report.  
11. Mary: (kneels, picks up earrings) I can’t— I can’t leave them here, with this… this body.  
12. Sarah: Don’t touch them too much, they’ll tarnish. Mammy loved them shining.  
13. Mary: (places earrings back on table) Right. We’ll come back for them. Once no one's here. Once it’s safe.  
14. Sarah: Safe? In this house? With the rumours flying? With Granda Joe talking to the neighbours?  
15. Mary: (firmly) It’s the only chance we’ve got. Trust me, Sarah. I’ll look after them. Them earrings are Mammy’s pride."
28,"Michelle, Erin, Clare and Orla are in the bathroom. They are trying to flush a toilet to get rid of drugs. They have clogged it. Erin left the house without a plunger.","[In the Quinn house bathroom. Erin, Clare, Orla and Michelle crowded around a clogged toilet. A small bag of pills lay on the floor.]

Erin: For heaven’s sake, someone flush it, quickly!

Clare: Erin, you can’t just chuck the whole lot down—if it’s clogged, we’ll flood the house.

Orla: Erin, where’s the plunger? You know, that red thing we bought.

Erin: I thought I left it by the sink. It’s… it’s not here. I swear, I didn’t take it upstairs.

Michelle: Great. No plunger. And that’s exactly when we need one—now.

Erin: Right, okay. Well, what do we do? We can’t just leave it sitting there, can we?

Clare: Michelle, block the overflow hole. Make sure no water starts coming up.

Michelle: (places hand over overflow's vent) Done. Now what?

Orla: Use the shampoo bottle—pour some soapy water in. Helps lubrication, maybe the blockage will move.

Erin: On it. (She pours shampoo and water into the bowl)

Clare: Is the water level rising?

Michelle: Yes! Erin, stop! It’s halfway up the rim!

Erin: Well, I’m trying something. What about a coat hanger or something rigid to push it through?

Orla: That’s disgusting. But… might work.

Clare: Do you really want us practicing plumbing with a coat hanger? We’ll scratch the porcelain.

Erin: (frustrated) I don’t care! Just push!

Michelle: (takes hanger) Okay… pushing… back and forth… nothing.

Orla: Are you making it worse? Because the water’s getting murkier.

Clare: Erin, open the window at least. Smell is getting bad.

Erin: (opens window) Fresh air—right.

Michelle: We could try boiling water. My mum once cleared a clogged sink that way.

Orla: Toilet, Michelle. Toilet. Boiling water might crack it! Never mind standing here arguing.

Clare: Erin—listen. Maybe the best thing is: leave it. Let gravity do its work overnight.

Erin: And we’re going to sleep with that thing overflowing?

Michelle: No. But we could mop up now, put down towels. When it cools, try again in the morning.

Orla: What about calling someone? Dad? No… Mum?

Erin: Mum will kill us. Dad will lecture us about drugs without asking what they are.

Clare: We just… need time. Let it settle. And tonight, try again.

Michelle: We’ll clean up the mess, stash the bag somewhere safe—just until then.

Erin: Fine. But tomorrow, first thing—new plunger.

Orla: Agreed. And maybe less improvising.

Clare: Right. Let’s clear out. I can’t stay here, I’m getting light-headed.

Erin: Someone grab towels. We’ll mop this swamp up before anyone notices.

[They scramble for towels, grimacing at the mess, as water dribbles dangerously close to the edge.]"
24,"After the funeral, Granda Joe brought tea and a plate of scones. Erin, Orla, Gerry, Mary, Sarah and Orla eat them.","[At Mary and Gerry’s kitchen table. A teapot, cups and a plate of warm scones sit in the middle. Erin, Orla, Gerry, Mary, Sarah and Granda Joe are gathered around, softly solemn from the funeral.]

Granda Joe: Well, I thought we could all use a bit of comfort. Tea hot, scones warm.  

Mary: Thank you, Joe. You’re always good at this sort of thing.  

Sarah: (breaking a scone apart) Grand, this is lovely. Moist inside — just how I like them.  

Erin: (takes a scone, buttering it) It’s nice not feeling completely hollow inside.  

Orla: (nibbling) Are these the ones you made this morning, Mammy?  

Mary: Aye, before I went to gather everyone.  

Gerry: (pouring tea) There’s nothing like tea to settle the nerves.  

Granda Joe: (sipping) To dear Sister Declan. May she rest easy now.  

Erin: (quietly) Rest easy. I still can’t believe she’s gone.  

Sarah: She was ninety-eight, Erin. Lived a long life.  

Erin: That doesn’t make it easier, Aunt Sarah. Seeing the body, the hush.  

Orla: (softly) I kept thinking I’d wake up and it’d all be a bad dream.  

Mary: It’s okay to feel lost, love. We all are.  

Gerry: We’ll get through this — together.  

Granda Joe: Exactly. Solid as a rock.  

Erin: (bites scone) It’s just — the world feels sharper now.  

Sarah: Sharper how?  

Erin: Like every argument will cut you, every laugh reminds you someone’s gone.  

Orla: (murmurs) I don’t like that feeling.  

Granda Joe: Time will dull it, girls. But memories... they’ll grow stronger.  

Mary: And we remember her good parts. Her stories, her singing, her stubbornness.  

Erin: (crunches) I suppose even stubborn nuns teach you something.  

Sarah: (raises cup) To Sister Declan — stubborn, kind, unforgettable.  

All: To Sister Declan."
28,"Mary's sister passed away. She blames herself for her death, but she didn't do anything wrong. She will go to her wake. Erin and Orla will do the dishes. Erin will also dust the stairs.","[In the Quinn kitchen. Early morning light. Mary is sitting at the kitchen table, staring into a cup of tea. Erin is doing the dishes. Orla is hovering nearby with a feather duster.]

Line 1  
Mary: (quietly) I still can’t believe she’s gone.

Line 2  
Erin: (rinsing a plate) Aye, Mammy. It’s terrible. But you—none of this was your fault.

Line 3  
Orla: I’m sorry, Auntie Mary. She was lovely.

Line 4  
Mary: Lovely, yes. But if I’d phoned her last week instead of putting off… if I’d gone to see her…

Line 5  
Erin: (putting down dish) Mammy—there’s nothing you could’ve done.

Line 6  
Orla: Absolutely nothing.

Line 7  
Mary: (voice trembling) You don’t know that. I keep thinking, what if I’d… if I’d been kinder.

Line 8  
Erin: Kindness wouldn’t have changed what was coming.

Line 9  
Orla: Sometimes bad things just happen.

Line 10  
Mary: But I didn’t visit, Erin. I sent a card, sure. A sodding card.

Line 11  
Erin: A card with love in it. That counts.

Line 12  
Orla: Mum always loved your voice when you called.

Line 13  
Mary: (wipes her eyes) I suppose… I suppose she did.

Line 14  
Erin: You’re going to the wake, Mammy?

Line 15  
Mary: Yes. I need to. I need to see her coffin. Say goodbye properly.

Line 16  
Orla: We’ll help you, Auntie Mary.

Line 17  
Erin: I’ll do the dishes and I’ll dust the stairs after. You rest a while.

Line 18  
Mary: Erin, you don’t have to—

Line 19  
Erin: I want to. It’ll give my mind something to do besides wondering.

Line 20  
Orla: I’ll dry. And I’ll polish the windows if you like.

Line 21  
Mary: Thank you, girls. I don’t deserve such kindness.

Line 22  
Erin: Yes you do, Mammy. More than you know.

Line 23  
Kitchen doorbell rings.

Line 24  
Mary: (startled) Who’s that at this hour?

Line 25  
Erin: I’ll get it. (wipes hands, opens door) Oh—it's Mrs. Fleming from across the road.

Line 26  
Mrs. Fleming: I heard the news, Mary. I came by to offer my condolences.

Line 27  
Mary: That’s very kind. Come in, Mrs. Fleming. I’d appreciate the company.

Line 28  
Erin: (aside, to Orla) See, Mammy’s made it through to this morning. Small victories."
25,"Eamonn's mother passed away. Sarah, Mary, Joe, Gerry and Colm are at the wake. Eamonn doesn't believe in a curse.","[At the family home. A dim-lit front room. A coffin sits centre-stage. Sarah, Mary, Joe, Gerry, Colm and Eamonn gathered. Tea, biscuits, hushed voices.]

Colm: She’s gone now, sure. Your mother now at peace, son.  

Eamonn: Aye. At peace. That’s what I keep telling meself.  

Mary: You look pale, Eamonn. You want a cup of tea, sweetheart?  

Eamonn: No thanks, Ma. I’m grand.  

Sarah: Your mother always said there was no such thing as a curse.  

Joe: Curse? What curse?  

Colm: Aye, there's always someone around saying ’twas the house, or the land, or bad blood.  

Eamonn: I don’t believe in that nonsense. My mother was good to everyone.  

Mary: It’s just the neighbours whispering. People liking to explain things with doom and gloom.  

Gerry: You know your mother’s funeral was delayed because of that storm last week? Some said it was a sign.  

Eamonn: A sign of what? She had asthma. Storm made it hard for the ambulance. Not curses.  

Sarah: Still. I know how folk talk.  

Joe: You remember how Mrs. Donnelly swore she saw lights in the graveyard?  

Colm: As if the dead are up late hosting discos.  

Mary: Oh, Colm. Be respectful.  

Eamonn: I want no superstition. I want no curse.  

Sarah: That’s your right. But grief makes folk reach for stories.  

Joe: True. I seen it myself. After Da died, everyone thought his tool shed was haunted.  

Gerry: Haunted sheds, dancing ghouls.  

Eamonn: All I want is to lay her to rest without the chatter.  

Mary: We’ll do that, love. Your Ma deserves that much.  

Colm: We’ll have the wake, the funeral, the tea afterwards—no curses, no ghosts.  

Sarah: Just memories, laughter, tears. The way she’d have wanted.  

Joe: Amen to that.  

Eamonn: Thank you all. Thank you for believing she’s gone, but not because of some curse.  

Mary: No curse. Just love.  

[They all stand in silence, looking at the coffin. A clock ticks.]

Sarah: She watches over you, Eamonn. That’s no curse—just love."
25,"Sister Michael is at a wake, so he's had better evenings. Gerry's wife, Bridie, is not a good person. Father Thomas is sick, he drinks a lot of Jack Daniels.","[Interior of the church hall. Dim lighting. A wake is in progress. Black-and-white photos of the deceased on tables. People seated, murmuring. Sister Michael stands by the coffin, reverently. Bridie enters with Gerry. Father Thomas is leaning against the wall, clutching a half-empty bottle of Jack Daniels.]

Sister Michael: (quietly) Thank you all for coming. May she rest in peace.

Bridie: (muttering to Gerry) I suppose you could’ve made more effort with your suit.

Gerry: It’s your mother, Bridie. Think this is a fashion parade?

Father Thomas: (slurring) Fashion’s dead, Mary. We’re all dead. Might as well drink while we’re still warm.

Sister Michael: (to Father Thomas) Thomas, perhaps you’d like some water?

Father Thomas: Water? (laughs) Weren’t water baptised enough? No, I want Jack.

Gerry: (hisses) For heaven’s sake Thomas, not here.

Bridie: (smiling falsely) Oh let him be, Gerry. He’s pining for a bit of comfort.

Sister Michael: (firmly) Everyone please, a little respect. It’s her wake.

Father Thomas: Respect? I had respect once. Then I found out what it costs.

Bridie: You’d complain if you lost your shadow, Thomas. Brought no cheer to this wake.

Gerry: Bridie, that’s enough.

Sister Michael: Truly, let’s remember the good: her kindness to the orphans, how she—

Bridie: (interrupting) Kindness? She let your sister starve, did she? Don’t raise sainthood just yet.

Gerry: Bridie! That’s—don’t bring up old rubbish here.

Father Thomas: (raises bottle) To old rubbish! To saints and sinners!

Sister Michael: (stern) Thomas, put that down. Now.

Father Thomas: (swallows) You never were one for fun, Sister.

Bridie: Actually, I think she’d have liked that. A drink, a laugh.

Sister Michael: This is not laughter, it’s grief.

Gerry: (softly to Sister Michael) Sorry. She’s had a hard life too.

Sister Michael: We all have, Gerry. But bitterness helps no one.

Father Thomas: (eyes watering) I loved her. Even when she was cruel.

Bridie: Loved her now? You were too busy drinking then to see anything.

Father Thomas: (shakes head) I’m no better than I was. But I’m here.

Sister Michael: You are here. That’s something.

Gerry: Maybe tonight we lay complaints aside—just for her.

Bridie: (quietly) Alright. I’ll try.

Sister Michael: Thank you. Let us pray. (Everyone bows head.)"
22,The prom has begun and a band is playing onstage. Clare and Mae walk in together. Jenny will be wearing red. Michelle is trying to keep two boys apart.,"[At the school gym, decked out with streamers and disco lights. A band plays a slow song. Students dance. The stage is lit. Clare and Mae enter together.]

Clare: (nervously straightening her dress) Mae, I can’t believe we dragged ourselves out for this.

Mae: Sure, but it's prom—it's what you’re supposed to hate and love at the same time.

[They spot Jenny across the room, in a striking red dress, surrounded by admirers.]

Mae: Look at Jenny. Red's definitely her colour.

Clare: She looks like a flame. I feel like a slightly damp match beside her.

Mae: Stop that. You look grand.

[Jenny waves and glides over.]

Jenny: My two favourite silent types—Clare! Mae! You both look gorgeous.

Mae: Thanks, love. Jenny, red's a power move, isn’t it?

Jenny: I thought I’d steal a bit of the spotlight tonight.

[Michelle appears, looking distressed. Two boys hover near a punch bowl.]

Michelle: Hey! Simon! Darren! Stop spreading rumours about me!

Simon: We’re not—come off it, Michelle.

Darren: Yeah, we were just—chatting!

Michelle: Chatting turned into gossip and next thing I’m the villain in your stories!

Simon: I swear we didn’t mean it like that.

Jenny: (to Michelle) Ignore them. Don’t give oxygen to their nonsense.

Clare: It’s prom—drama rolls in with the punch.

Mae: And lands hard.

Michelle: (taking a deep breath) Fine. No more letting them push me around.

Simon: I’m sorry... and I’ll help fix what I said.

Darren: Me too.

Michelle: (nods) Thank you. And you—stop circling me.

Jenny: (smirks) That’s better. Now, how about we dance before someone trips over the cords?

Clare: Oh god, look at the stage. They're starting ""Night of our Lives.""

Mae: Perfect timing.

[Mae and Clare exchange a look, Jenny offers her hand to Michelle.]

Jenny: C’mon girls. Let’s make a memory.

Michelle: (accepts Jenny’s hand) A memory without Simon and Darren interfering.

[They move toward the dance floor together as the band plays.]"
